#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED,AIRCRAFT_TYPE
'F','DDAC0A','Pegase','F-CHEL','EL','Y','Y','1'
'F','DDAC0D','ASW-20','D-2490','','Y','Y','1'
'F','DDAC0F','DG-300','F-CFVL','VL','Y','Y','1'
'F','DDAC11','ASK-21','X-B001','DS','Y','Y','1'
'F','DDAC13','DR-400','F-GABH','BH','Y','Y','2'
'F','DDAC14','MS-893 Commodore','F-BRKH','KH','Y','Y','2'
'F','DDAC18','Discus','F-CHHS','R6','Y','Y','1'
'F','DDAC19','Pegase','F-CGFC','217','Y','Y','1'
'F','DDAC1A','Twin Astir II','F-CFHK','T36','Y','Y','1'
'F','DDAC1B','Duo Discus','F-CATF','TF','Y','Y','1'
'F','DDAC1C','LS-8 18','F-CIEG','E8','Y','Y','1'
'F','DDAC1E','Mosquito','F-CELL','','Y','Y','1'
'F','DDAC25','SHK-1','','AR1','Y','Y','1'
'F','DDAC2B','ASK-23','OE-5732','EF4','Y','Y','1'
'F','DDAC2C','Pegase','F-CHUA','UA','Y','Y','1'
'F','DDAC2D','LS-4','F-CHOU','OU','Y','Y','1'
'F','DDAC2E','LS-1 d','F-CDVW','','Y','Y','1'
'F','DDAC34','ASK-23','PH-760','CF','Y','Y','1'
'F','DDAC35','ASK-13','D-4632','32','Y','Y','1'
'F','DDAC37','ASW-24','LSCA4','24','Y','Y','1'
'F','DDAC39','Pegase','F-CGEM','EM','Y','Y','1'
'F','DDAC3A','ASK-13','52','52','Y','Y','1'
'F','DDAC3C','Janus B','OE-5500','F5','Y','Y','1'
'F','DDAC3D','Ka-8','OE-0778','','Y','Y','1'
'F','DDAC3E','SF-34','D-4233','DY','Y','Y','1'
'F','DDAC42','SZD-51 Junior','D-3239','F2','Y','Y','1'
'F','DDAC46','DG-303','D-5647','DAN','Y','Y','1'
'F','DDAC47','RF 5','D-KATF','TF','Y','Y','2'
'F','DDAC4D','Ikarus C42 B','D-MUWH','','Y','Y','3'
'F','DDAC4E','Twin Astir III','D4419','19','Y','Y','1'
'F','DDAC4F','ASW-24','F-CHIG','57','Y','Y','1'
'F','DDAC5E','HK36 Super Dimona','D-KSBD','BD','Y','Y','1'
'F','DDAC67','LS-4 W','G-CJJB','615','Y','Y','1'
'F','DDAC68','DR-400','F-GEIL','IL','Y','Y','2'
'F','DDAC6B','ASK-13','F-CECK','CK','Y','Y','1'
'F','DDAC6C','LS-6 18','F-CATT','','Y','Y','1'
'F','DDAC6D','Alliance 34','F-CIHQ','','Y','Y','1'
'F','DDAC70','ASW-19','OK-3761','FR','Y','Y','1'
'F','DDAC72','LS-4','F-CATI','TI','Y','Y','1'
'F','DDAC73','Experimental','X-B006','06','Y','Y','1'
'F','DDAC76','DG-500','F-CINQ','F5','Y','Y','1'
'F','DDAC79','LS-1 d','D-1144','V','Y','Y','1'
'F','DDAC7A','Ventus','D-3480','MM','Y','Y','1'
'F','DDAC7B','FK9 Mark 2','F-JBBP','BQY','Y','Y','3'
'F','DDAC7C','Twin Astir II','LSCA1','LT','Y','Y','1'
'F','DDAC7E','LS-4','F-CHBL','VS','Y','Y','1'
'F','DDAC80','ASK-21','F-CBDQ','DQ','Y','Y','1'
'F','DDAC81','ASW-19','D-0962','ID','Y','Y','1'
'F','DDAC85','RF 5 b','D-KOGO','GO','Y','Y','2'
'F','DDAC86','ASW-15','D-2183','','Y','Y','1'
'F','DDAC88','','','','N','N','6'
'F','DDAC8A','Ventus t','D-KEDJ','DJ','Y','Y','1'
'F','DDAC8C','Duo Discus','F-CHTQ','','Y','Y','1'
'F','DDAC8D','Marianne','F-CGTG','TG','Y','Y','1'
'F','DDAC8E','Twin Astir II','F-CFYK','T91','Y','Y','1'
'F','DDAC90','DG-500','G-CLSL','LSL','Y','Y','1'
'F','DDAC91','Ventus 2cxT','D-KIRI','OG','Y','Y','1'
'F','DDAC93','ASK-13','D-0239','','Y','Y','1'
'F','DDAC94','Ventus 2ct','D-KKWD','WD','Y','Y','1'
'F','DDAC99','Cirrus Std','F-CDOV','ED','Y','Y','1'
'F','DDAC9C','ASW-20','D-6807','1R','Y','Y','1'
'F','DDAC9E','ASW-20','D-4827','27','Y','Y','1'
'F','DDACA0','Ventus','OH-1006','DT','Y','Y','1'
'F','DDACA1','Ventus bT','G-CJBT','333','Y','Y','1'
'F','DDACA4','ASK-21','F-CHIN','IN','Y','Y','1'
'F','DDACA9','Discus','LSCA3','UB','Y','Y','1'
'F','DDACAA','Ventus 2cxM','D-KCYH','YV','Y','Y','1'
'F','DDACAD','Astir CS','G-CHVK','HVK','Y','Y','1'
'F','DDACAF','DG-505','G-CEYC','5GC','Y','Y','1'
'F','DDACB2','DR-400','D-EALF','','Y','Y','2'
'F','DDACB4','LS-4','F-CFZM','V43','Y','Y','1'
'F','DDACB5','LS-6 18','D-6216','','Y','Y','1'
'F','DDACB7','ASW-24','F-CGKO','KO','Y','Y','1'
'F','DDACB9','AS 350','HB-ZKT','SWH','Y','Y','4'
'F','DDACBB','AS 350','HB-ZNQ','SWH','Y','Y','4'
'F','DDACBC','LS-4','D-0441','RC','Y','Y','1'
'F','DDACBD','LS-1 c','D-0519','BZ','Y','Y','1'
'F','DDACC0','','','','N','N','1'
'F','DDACC7','Twin Astir II','D-6908','','Y','Y','1'
'F','DDACC9','ASK-21','D-7736','S1','Y','Y','1'
'F','DDACCE','Astir Club','D-6627','','Y','Y','1'
'F','DDACCF','Discus','D-6954','','Y','Y','1'
'F','DDACD0','ASK-21','D-1473','SH','Y','Y','1'
'F','DDACD6','WT9 Dynamic','D-MXAI','AI','Y','Y','3'
'F','DDACDE','DG-100','D-2770','','Y','Y','1'
'F','DDACDF','Mosquito','OK-4894','PF','Y','Y','1'
'F','DDACE0','Astir CS','D-4262','','Y','Y','1'
'F','DDACE2','ASK-21','D-1456','56','Y','Y','1'
'F','DDACE5','Glasflugel 304','D-3403','MM','Y','Y','1'
'F','DDACEA','Robinson R22','HB-ZIK','HZU','Y','Y','4'
'F','DDACEF','Mosquito','D-3031','MO','Y','Y','1'
'F','DDACF0','LS-1 f','D-8923','','Y','Y','1'
'F','DDACF4','HK36 Super Dimona','D-KGTI','TI','Y','Y','1'
'F','DDACF7','Cirrus Std','SE-UXA','A1','Y','Y','1'
'F','DDACF8','Ventus 2cM','D-KAYY','YY','Y','Y','1'
'F','DDACFB','Ka-8','D-0622','','Y','Y','1'
'F','DDACFC','Ka-8','D-6346','46','Y','Y','1'
'F','DDACFD','ASK-21','D-1579','ZP','Y','Y','1'
'F','DDACFE','SF-25','D-KEFS','FS','Y','Y','1'
'F','DDAD01','SZD-48-3 Jantar Std 3','SP3817','AS','Y','Y','1'
'F','DDAD02','PA-25 Pawnee','OY-CYY','YY','Y','Y','2'
'F','DDAD09','Glasflugel 304','D-6836','GH','Y','Y','1'
'F','DDAD0C','ASK-21','D-3931','DZ','Y','Y','1'
'F','DDAD0D','Ventus 2cxM','D-KPMA','MAs','Y','Y','1'
'F','DDAD0E','DG-200','OK-5240','AM1','Y','Y','1'
'F','DDAD13','ASK-21','OE-5536','UD','Y','Y','1'
'F','DDAD1A','Ventus 2','D-4770','D70','Y','Y','1'
'F','DDAD1B','LS-4','D-1290','AM','Y','Y','1'
'F','DDAD1C','Speed Astir II','OK-8717','M2','Y','Y','1'
'F','DDAD1D','ASW-20','D-5559','NN','Y','Y','1'
'I','DDAD21','SZD-50 Puchacz','D-3742','PU','Y','Y','1'
'F','DDAD22','LS-4','G-CJLJ','A3','Y','Y','1'
'F','DDAD26','Discus','D-3365','SH','Y','Y','1'
'F','DDAD28','Discus','D-3365','SH','Y','Y','1'
'F','DDAD29','ASW-19','D-8318','8C','Y','Y','1'
'F','DDAD2A','Ventus 2cxT','G-VCXT','RA','Y','Y','1'
'F','DDAD2B','LS-1 f','D-2776','1T','Y','Y','1'
'F','DDAD2D','Astir CS','D-4264','64','Y','Y','1'
'F','DDAD31','Duo Discus','D-4519','K1','Y','Y','1'
'F','DDAD34','Ventus bT','PH1512','HR','Y','Y','1'
'F','DDAD38','LS-4 W','D-3397','BE','Y','Y','1'
'F','DDAD3B','Ventus cM','D-KCPB','','Y','Y','1'
'F','DDAD3E','ASW-19','G-CJBK','L3','Y','Y','1'
'F','DDAD3F','Nimbus 3DT','G-CFWK','29','Y','Y','1'
'F','DDAD41','Ka-6 cr','D-7090','','Y','Y','1'
'F','DDAD46','ASW-19','D-1577','3P','Y','Y','1'
'F','DDAD48','Ventus bT','G-CFDE','510','Y','Y','1'
'F','DDAD4A','Libelle Std','D-2400','3B','Y','Y','1'
'F','DDAD4C','Duo Discus t','D-KGGX','GX','Y','Y','1'
'F','DDAD4E','Discus','OY-XOL','OL','Y','Y','1'
'F','DDAD51','Discus 2t','D-KDHF','HF','Y','Y','1'
'F','DDAD5E','RF 10','D-KOCI','CI','Y','Y','1'
'F','DDAD60','ASK-21','D-6146','J6','Y','Y','1'
'F','DDAD61','Astir CS','D-5094','SX','Y','Y','1'
'F','DDAD63','Discus 2cT','','2Y','Y','Y','1'
'F','DDAD64','Duo Discus','F-CGDJ','DJ','Y','Y','1'
'F','DDAD66','ASK-13','D-0853','53','Y','Y','1'
'F','DDAD69','Discus t','G-CJGR','BT','Y','Y','1'
'F','DDAD6D','Speed Astir II','D-8719','CK','Y','Y','1'
'F','DDAD70','ASK-21','D-5942','','Y','Y','1'
'F','DDAD71','ASK-13','D-5010','','Y','Y','1'
'F','DDAD72','Twin Astir II','D-4280','80','Y','Y','1'
'F','DDAD73','Discus','D-4529','LE','Y','Y','1'
'F','DDAD75','Ka-6 e','D-4127','6','Y','Y','1'
'F','DDAD79','DG-400','D-KEJD','JD','Y','Y','1'
'F','DDAD80','Ka-6 cr','D-1020','F','Y','Y','1'
'F','DDAD82','Duo Discus xt','','KB','Y','Y','1'
'F','DDAD84','LS-4','D-1298','98','Y','Y','1'
'F','DDAD87','Janus C','OY-ENX','T1','Y','Y','1'
'F','DDAD8C','LS-4','D-0171','AX','Y','Y','1'
'F','DDAD8E','ASK-13','D-0492','','Y','Y','1'
'F','DDAD99','LS-8','D-5808','6J','Y','Y','1'
'F','DDAD9A','Ventus 2CX','F-CIJT','EL','Y','Y','1'
'F','DDAD9B','DG-400','OK-2103','ZX','Y','Y','1'
'F','DDAD9C','Mosquito','D-9562','IMO','Y','Y','1'
'F','DDAD9E','EC 130','HB-ZPI','SWH','Y','Y','4'
'F','DDAD9F','ASW-15','D-2382','','Y','Y','1'
'I','DDADA3','DG-505','D-0872','FS','Y','Y','1'
'F','DDADA4','Ka-8','OO-ZZV','','Y','Y','1'
'F','DDADA7','Pegase','G-CFVP','FVP','Y','Y','1'
'F','DDADAA','Ventus 2ct','PH-1308','NU','Y','Y','1'
'F','DDADB1','LS-3','D-2568','MC3','Y','Y','1'
'F','DDADB3','Ka-6 e','D-XXBJ','BJ','Y','Y','1'
'F','DDADB5','DG-100','D-4102','LW','Y','Y','1'
'F','DDADB8','Discus','D-1004','63','Y','Y','1'
'F','DDADBA','Cirrus Std','D-0703','47','Y','Y','1'
'F','DDADBB','Glasflugel 304','D-3042','G','Y','Y','1'
'F','DDADBD','Arcus T','DDADBD','SP','Y','Y','1'
'F','DDADBE','Unknown','','','Y','Y','6'
'F','DDADC1','Ka-8','D-0534','','Y','Y','1'
'F','DDADC2','Ventus 2cxT','D-KLXH','XH','Y','Y','1'
'F','DDADC7','LS-1 c','D-1162','7L','Y','Y','1'
'F','DDADC9','Unknown','OK 2119','SM','Y','Y','6'
'F','DDADD7','Duo Discus xt','D-KFDS','WA','Y','Y','1'
'F','DDADD9','ASK-21','D-3172','RL','Y','Y','1'
'F','DDADDB','ASW-15','OM-2372','RM','Y','Y','1'
'F','DDADE3','Bergfalke III','D-1519','KL4','Y','Y','1'
'F','DDADE4','ASW-20','F-CFFZ','TA','Y','Y','1'
'F','DDADE5','Discus 2','D-3311','AB','Y','Y','1'
'F','DDADE9','DG-100','D-5722','22','Y','Y','1'
'F','DDADEB','Ka-6 e','G-HCAC','994','Y','Y','1'
'F','DDADF0','DG-808 C','D-KBTM','TM','Y','Y','1'
'F','DDADF1','SZD-30 Pirat','D-1895','','Y','Y','1'
'F','DDADFC','Duo Discus','D-2502','RP','Y','Y','1'
'F','DDADFD','Astir CS','D-4267','MY','Y','Y','1'
'F','DDADFE','MS-893 Commodore','F-BSDM','DM','Y','Y','2'
'F','DDAE05','DG-400','D-KZSF','SF','Y','Y','1'
'F','DDAE0C','LS-4','D-8441','MO','Y','Y','1'
'F','DDAE0E','Libelle Std','D-5585','FB','Y','Y','1'
'F','DDAE10','ASK-21','D-8035','21','Y','Y','1'
'F','DDAE14','Discus 2cT','D-KIYB','IYB','Y','Y','1'
'F','DDAE16','Twin Astir III','D-KATL','ITL','Y','Y','1'
'F','DDAE18','LS-4','D-3447','L4','Y','Y','1'
'F','DDAE1F','Duo Discus','D-3992','AI','Y','Y','1'
'F','DDAE20','ASW-20','EC-GOX','EF','Y','Y','1'
'F','DDAE25','ASW-28 18','D-6484','OI','Y','Y','1'
'F','DDAE26','Pegase','F-CHKT','KT','Y','Y','1'
'F','DDAE27','MS-893 Commodore','F-BRKU','KU','Y','Y','2'
'F','DDAE29','ASK-21','D-5618','BA','Y','Y','1'
'F','DDAE2A','ASW-22 BL','D-KBEE','YT','Y','Y','1'
'F','DDAE2E','Cessna 208','D-FLEC','','Y','Y','2'
'F','DDAE31','ASW-15','D-6885','','Y','Y','1'
'F','DDAE35','LS-4','D-3312','B1','Y','Y','1'
'F','DDAE38','DG-400','D-KEHC','42','Y','Y','1'
'F','DDAE3C','Calif A21S','D-2022','22','Y','Y','1'
'F','DDAE45','ASH-25','D-1248','GO','Y','Y','1'
'F','DDAE46','LS-1 d','','39','Y','Y','1'
'F','DDAE47','Calif A21S','D-6600','','Y','Y','1'
'F','DDAE48','ASW-15','OK-2334','BE','Y','Y','1'
'F','DDAE49','ASK-13','F-CEJT','','Y','Y','1'
'F','DDAE4D','SF-25','D-KORK','','Y','Y','1'
'F','DDAE55','DG-600','SE-UGG','GG','Y','Y','1'
'F','DDAE56','Cirrus Std','','NC','Y','Y','1'
'F','DDAE57','Twin Astir II','D-8694','H94','Y','Y','1'
'F','DDAE59','ASK-21','OY-XZK','ZK','Y','Y','1'
'F','DDAE5E','Janus B','D-3164','AL','Y','Y','1'
'F','DDAE62','LS-4','F-CGYJ','','Y','Y','1'
'F','DDAE63','Libelle Club','D-8205','QF','Y','Y','1'
'F','DDAE65','Cabri G2','HB-ZDQ','SWH','Y','Y','4'
'F','DDAE66','EC 120','HB-ZIE','SWH','Y','Y','4'
'F','DDAE68','DG-505','D-7927','FA','Y','Y','1'
'F','DDAE6B','ASK-21','D-4708','08','Y','Y','1'
'F','DDAE6D','ASK-13','D-6489','','Y','Y','1'
'F','DDAE74','DG-808 B','D-KGER','ER','Y','Y','1'
'F','DDAE77','SF-25','D-KTIM','IM','Y','Y','1'
'F','DDAE79','Discus 2c','D-7515','HY','Y','Y','1'
'F','DDAE7B','Nimbus 2','OK-9918','MR','Y','Y','1'
'F','DDAE7C','Discus t','D-KIKW','RU','Y','Y','1'
'F','DDAE7D','LS-4 W','D-269x','L4','Y','Y','1'
'F','DDAE85','Nimbus 4DM','HB-2339','WB','Y','Y','1'
'F','DDAE86','LS-6','D-2389','Z','Y','Y','1'
'F','DDAE87','LS-8 18','F-CIBD','BD','Y','Y','1'
'F','DDAE8E','Helicopter','HB-ZCW','','Y','Y','4'
'F','DDAE95','DG-1000','D-0697','WI','Y','Y','1'
'F','DDAE96','Std. Astir II','F-CFMJ','MJ','Y','Y','1'
'F','DDAE97','Twin Astir I','D-3946','K3','Y','Y','1'
'F','DDAE98','ASK-21','F-CGCK','','Y','Y','1'
'F','DDAE9C','ASW-24','D-1124','GS','Y','Y','1'
'F','DDAE9F','Duo Discus','D-9041','','Y','Y','1'
'F','DDAEA1','Duo Discus','OE-5684','K2','Y','Y','1'
'F','DDAEA3','Kestrel','D-0037','SM','Y','Y','1'
'F','DDAEA6','Pegase','F-CFXV','FXV','Y','Y','1'
'F','DDAEA7','Astir CS','OK-7225','AZ','Y','Y','1'
'F','DDAEAA','Janus B','F-CEPM','J20','Y','Y','1'
'F','DDAEAE','Cirrus Std','OK-8888','CI','Y','Y','1'
'F','DDAEB1','DG-300','D-5564','MOS','Y','Y','1'
'F','DDAEB6','AS 350','HB-ZPS','SWH','Y','Y','4'
'F','DDAEB9','SZD-50 Puchacz','D-6797','','Y','Y','1'
'F','DDAEBA','Taurus','D-MMRT','RT','Y','Y','1'
'F','DDAEBD','LS-6','D-3405','ZI','Y','Y','1'
'F','DDAEC1','Ventus','','HW','Y','Y','1'
'F','DDAEC4','Ka-8','D-0212','','Y','Y','1'
'F','DDAEC5','SZD-30 Pirat','D-1874','74','Y','Y','1'
'F','DDAECC','ASK-13','F-CEAJ','','Y','Y','1'
'F','DDAECE','ASK-13','F-CEAI','AI','Y','Y','1'
'F','DDAECF','Pegase','F-CGNP','Y31','Y','Y','1'
'F','DDAED1','LS-3','D-3916','6R','Y','Y','1'
'F','DDAED2','Cessna 208','OO-FUS','','Y','Y','2'
'F','DDAEDA','PIK-20 D','HA-4412','T7','Y','Y','1'
'F','DDAEDC','DR-400','F-GBAK','AK','Y','Y','2'
'F','DDAEDE','Pegase','F-CGHF','E9','Y','Y','1'
'F','DDAEDF','ASK-23','F-CLOE','','Y','Y','1'
'F','DDAEE2','Cirrus','F-CGPS','19','Y','Y','1'
'F','DDAEE3','ASK-21 MI','D-KESH','','Y','Y','1'
'F','DDAEE4','DG-400','D-KGWB','WB','Y','Y','1'
'F','DDAEE6','Discus t','','PS','Y','Y','1'
'F','DDAEE7','Lambada','F-JPAB','','Y','Y','3'
'F','DDAEE9','ASW-19','PH-1626','PH','Y','Y','1'
'F','DDAEEA','SZD-55','LN-GAZ','AZ','Y','Y','1'
'F','DDAEEE','LS-8','D-1152','CP','Y','Y','1'
'F','DDAEF0','LS-8 18','','LS','Y','Y','1'
'F','DDAEF2','LS-6','LN-GHK','HK','Y','Y','1'
'F','DDAEF3','Pegase','F-CHLA','LA','Y','Y','1'
'F','DDAEF7','Ventus 2','D-2604','A8','Y','Y','1'
'F','DDAEFA','ASK-21','D-3469','SI','Y','Y','1'
'F','DDAEFC','Mini Nimbus','D-4984','M1','Y','Y','1'
'F','DDAEFE','ASG-29','','C65','Y','Y','1'
'F','DDAF01','Ventus 2cxM','D-KHFC','HCF','Y','Y','1'
'F','DDAF02','LS-4','X-B003','ZF','Y','Y','1'
'F','DDAF04','Ventus 2cM','D-KHAH','AH','Y','Y','1'
'F','DDAF0B','HK36 Super Dimona','OE-9445','445','Y','Y','1'
'F','DDAF0C','DG-100','D-4546','46','Y','Y','1'
'F','DDAF0E','Ventus cM','D-KLLW','LW','Y','Y','1'
'F','DDAF13','Libelle Std','D-0020','M1','Y','Y','1'
'F','DDAF14','ASW-24','D-2483','GE','Y','Y','1'
'F','DDAF16','LS-4','D-8649','R9','Y','Y','1'
'F','DDAF18','Ka-7','D-7150','','Y','Y','1'
'F','DDAF1B','TST-10','OK-A707','07','Y','Y','1'
'F','DDAF1C','Ka-8','F-CEJS','JS','Y','Y','1'
'F','DDAF20','Ka-6 e','F-CDRE','RE','Y','Y','1'
'F','DDAF21','LS-1 f','F-CEKT','','Y','Y','1'
'F','DDAF23','Pegase','F-CFRD','','Y','Y','1'
'F','DDAF27','Discus 2cT','D-KPTB','TB','Y','Y','1'
'F','DDAF28','Robinson R44','HB-ZPE','ALP','Y','Y','4'
'F','DDAF29','Pegase','F-CHLR','BNO','Y','Y','1'
'F','DDAF2A','Duo Discus','F-CIDH','PAP','Y','Y','1'
'F','DDAF2D','ASK-23','D-4793','SJ','Y','Y','1'
'F','DDAF31','PIK-20 E','D-KEJS','J2','Y','Y','1'
'F','DDAF33','Stemme S-10','D-KVTX','','Y','Y','1'
'F','DDAF34','Pegase','F-CGET','ET','Y','Y','1'
'F','DDAF35','Astir Club','F-CFMF','R66','Y','Y','1'
'F','DDAF38','PA-25 Pawnee','F-GAPL','PL','Y','Y','2'
'F','DDAF3A','LS-4','D-1247','MB','Y','Y','1'
'F','DDAF3B','DG-400','D-KCWB','WB','Y','Y','1'
'F','DDAF3D','Nimbus 2','D-8106','BC','Y','Y','1'
'F','DDAF3E','ASK-13','F-CDYS','','Y','Y','1'
'F','DDAF42','ASK-21','F-CGCH','CH','Y','Y','1'
'F','DDAF46','LS-1 f','OM-3128','LS','Y','Y','1'
'F','DDAF47','Discus 2','D-9614','D2B','Y','Y','1'
'F','DDAF49','LS-4','D-4487','87','Y','Y','1'
'F','DDAF4D','Kestrel','D-2425','','Y','Y','1'
'F','DDAF4E','ASK-21','D-8999','','Y','Y','1'
'F','DDAF4F','Alliance 34','F-CJBG','BG','Y','Y','1'
'F','DDAF50','VSO-10','OK-7504','','Y','Y','1'
'F','DDAF51','Discus t','D-KBEW','1T','Y','Y','1'
'F','DDAF52','LS-7','SE-UXC','FK','Y','Y','1'
'F','DDAF55','Astir CS','F-CJHA','HA','Y','Y','1'
'F','DDAF56','Discus 2','D-1810','K','Y','Y','1'
'F','DDAF5A','Ventus bT','D-KOSR','MM','Y','Y','1'
'F','DDAF5F','ASW-20','','Jwa','Y','Y','1'
'F','DDAF63','Cirrus Std','OK-1991','YF','Y','Y','1'
'F','DDAF64','PIK-20 E','D-KIFA','FA','Y','Y','1'
'F','DDAF6B','SF-27','OE-0805','','Y','Y','1'
'F','DDAF6C','Twin Astir II','D-1280','YM','Y','Y','1'
'F','DDAF6D','Ka-6 cr','OO-ZMK','MK','Y','Y','1'
'F','DDAF6F','Janus C','HA-6765','DD','Y','Y','1'
'F','DDAF70','Pegase','F-CHFZ','BBX','Y','Y','1'
'F','DDAF73','DR-400','D-EIFT','FT','Y','Y','2'
'F','DDAF74','Taurus','D-MLLY','LY','Y','Y','1'
'F','DDAF75','Pegase','F-CHDL','DL','Y','Y','1'
'F','DDAF7E','SZD-55','F-CGVP','VP','Y','Y','1'
'F','DDAF82','DG-300','','BK','Y','Y','1'
'F','DDAF84','LS-4','G-CHNV','692','Y','Y','1'
'F','DDAF85','Ka-6 cr','D-1769','','Y','Y','1'
'F','DDAF88','Ka-8','D-4011','','Y','Y','1'
'F','DDAF90','Ka-6 cr','D-8808','AMH','Y','Y','1'
'F','DDAF91','DG-100','','40','Y','Y','1'
'F','DDAF95','Hornet','D-6344','44','Y','Y','1'
'F','DDAF96','ASW-15','D-9283','3X','Y','Y','1'
'F','DDAF97','SZD-41 Jantar Std','D-KAZF','4W','Y','Y','1'
'F','DDAF99','ASK-13','F-CECU','CU','Y','Y','1'
'F','DDAF9A','EuroFox','G-CIFO','FO','Y','Y','3'
'F','DDAFA2','SF-25','D-KDBD','BD','Y','Y','1'
'F','DDAFA3','LS-4','LN-GIK','IK','Y','Y','1'
'F','DDAFA5','LS-7','D-5783','PG','Y','Y','1'
'F','DDAFA7','DG-505','SE-UVV','2V','Y','Y','1'
'F','DDAFAE','Twin Astir III','D-4279','H79','Y','Y','1'
'F','DDAFAF','MS-893 Commodore','F-BLGA','','Y','Y','2'
'F','DDAFB0','LS-4','F-CEIP','V20','Y','Y','1'
'F','DDAFB2','DR-400','F-GVIK','IK','Y','Y','2'
'F','DDAFB3','DG-300','F-CBBE','HY','Y','Y','1'
'F','DDAFB8','ASH-26 E','D-KPAL','FK','Y','Y','1'
'F','DDAFB9','ASK-21','F-CBDY','DY','Y','Y','1'
'F','DDAFBD','ASK-13','F-CHRK','RK','Y','Y','1'
'F','DDAFBE','Pegase','F-CGOM','OM','Y','Y','1'
'F','DDAFC0','SZD-51 Junior','F-CHHD','','Y','Y','1'
'F','DDAFC1','Robinson R44','D-HDIK','','Y','Y','4'
'F','DDAFC2','LS-6','F-CGUD','Z05','Y','Y','1'
'F','DDAFC4','DG-300','D-0028','','Y','Y','1'
'F','DDAFC6','OldTimer','F-AYAF','AF','Y','Y','1'
'F','DDAFC7','Janus Ce','F-CBYY','2Y','Y','Y','1'
'F','DDAFD0','LS-4','D-8104','AA','Y','Y','1'
'F','DDAFD1','Unknown','','','Y','Y','6'
'F','DDAFD2','LS-6 18','F-CHSM','SM','Y','Y','1'
'F','DDAFD3','Duo Discus','D-3887','SD','Y','Y','1'
'F','DDAFD6','LS-4','D-4971','MC','Y','Y','1'
'F','DDAFD8','Pegase','F-CGFL','','Y','Y','1'
'F','DDAFE2','LS-4','D-2515','','Y','Y','1'
'F','DDAFE4','Silent-IN','D-MZOB','OB','Y','Y','1'
'F','DDAFE5','LS-4','DDAFE5','','Y','Y','1'
'F','DDAFE6','Discus t','D-KBVH','VH','Y','Y','1'
'F','DDAFE7','Cessna 208','OO-FFB','','Y','Y','2'
'F','DDAFE8','LS-4','D-1593','','Y','Y','1'
'F','DDAFE9','LS-4 W','D-4103','FU','Y','Y','1'
'F','DDAFEA','LS-4','D-0570','WLC','Y','Y','1'
'F','DDAFEC','ASH-25','D-7725','','Y','Y','1'
'F','DDAFED','ASK-21','D-6855','','Y','Y','1'
'F','DDAFF1','LS-1 d','D-2046','SK','Y','Y','1'
'F','DDAFFD','DG-300','D-1572','IGO','Y','Y','1'
'F','DDAFFE','DG-500','F-CHJG','MJG','Y','Y','1'
'F','DDAFFF','MS-893 Commodore','F-BLIK','IK','Y','Y','2'
'F','DDB003','ASK-16','D-KICH','CH','Y','Y','1'
'F','DDB004','LS-1 f','D-9687','TA','Y','Y','1'
'F','DDB00A','LS-4','D-4174','IHB','Y','Y','1'
'F','DDB00F','DR-400','HB-KDO','KDO','Y','Y','2'
'F','DDB011','Astir Club','F-CFCR','R43','Y','Y','1'
'F','DDB015','DG-100','D-3031','P7','Y','Y','1'
'F','DDB018','Libelle Std','OY-MXC','MC','Y','Y','1'
'F','DDB01B','ASK-21','D-7698','','Y','Y','1'
'F','DDB01C','SZD-51 Junior','D-7173','KSJ','Y','Y','1'
'F','DDB020','Ka-6 e','D-1917','17','Y','Y','1'
'F','DDB022','LS-4 W','F-CFZB','V31','Y','Y','1'
'F','DDB023','Astir CS','D-7296','96','Y','Y','1'
'F','DDB026','Ka-6 cr','','53','Y','Y','1'
'F','DDB028','LS-4','D-8992','WU','Y','Y','1'
'F','DDB029','Ventus bT','D-KPEX','EX','Y','Y','1'
'F','DDB02F','Nimbus 4D','D-1380','','Y','Y','1'
'F','DDB032','Astir CS','D-7270','YZ','Y','Y','1'
'F','DDB033','HK36 Super Dimona','HB-2363','363','Y','Y','1'
'F','DDB037','Discus','D-0921','EP','Y','Y','1'
'F','DDB03F','DG-200','D-9992','','Y','Y','1'
'F','DDB040','ASK-21','F-CCJX','','Y','Y','1'
'F','DDB047','Astir CS','D-7410','Z5','Y','Y','1'
'F','DDB048','Cirrus 18m','D-5203','03','Y','Y','1'
'F','DDB049','ASW-19','D-7327','CV','Y','Y','1'
'F','DDB04B','ASW-20','OY-XPK','PK','Y','Y','1'
'F','DDB04D','Ventus ct','D-KISH','ISH','Y','Y','1'
'F','DDB050','Astir Jeans','LSCA2','','Y','Y','1'
'F','DDB056','DG-100','D-6567','1B','Y','Y','1'
'F','DDB05C','DG-800','','2M','Y','Y','1'
'F','DDB05D','LS-7','D-6871','RY','Y','Y','1'
'F','DDB05E','UFO','BBX-02','','Y','Y','6'
'F','DDB05F','LS-4','D-3723','I','Y','Y','1'
'F','DDB060','ASK-13','F-CEAX','AX','Y','Y','1'
'F','DDB063','LS-4','D-8833','','Y','Y','1'
'F','DDB064','Janus C','F-CFAN','','Y','Y','1'
'F','DDB068','ASW-20','D-6533','NY','Y','Y','1'
'F','DDB069','DG-600','D-9600','WF','Y','Y','1'
